,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
47431,32,admin.,single,tertiary,no,3188,no,no,cellular,5,feb,65,2,242,1,other,no
35158,41,management,married,tertiary,no,326,no,no,cellular,6,feb,163,1,182,2,failure,no
42914,44,blue-collar,married,secondary,no,167,yes,no,cellular,15,may,79,2,373,1,failure,no
38453,36,management,married,tertiary,no,-547,yes,no,cellular,30,apr,267,1,259,2,failure,no
36618,52,services,married,secondary,no,2904,yes,no,cellular,15,apr,201,6,272,3,failure,no
42358,34,management,single,tertiary,no,28,yes,no,cellular,14,may,175,1,358,2,failure,no
38032,34,management,married,tertiary,no,1782,yes,no,cellular,20,apr,17,6,25,7,other,no
49657,53,self-employed,married,tertiary,no,730,yes,no,unknown,2,nov,18,1,368,2,failure,no
33876,29,technician,divorced,secondary,no,-95,yes,no,cellular,2,feb,42,7,228,1,other,no
39500,32,technician,single,secondary,yes,-92,yes,no,cellular,6,may,139,1,363,1,other,no
33414,46,technician,married,tertiary,no,43,yes,no,telephone,30,jan,162,3,2,7,other,no
47564,47,unemployed,single,tertiary,no,44,no,no,cellular,15,feb,374,1,185,1,success,no
41524,41,admin.,single,secondary,no,334,yes,no,cellular,13,may,14,4,331,22,other,no
3235,32,blue-collar,single,secondary,no,53,yes,no,cellular,18,nov,276,1,195,1,failure,no
41957,47,blue-collar,married,primary,no,6150,yes,no,cellular,13,may,444,2,174,2,failure,no
37440,40,blue-collar,married,secondary,no,679,yes,no,cellular,17,apr,642,2,304,1,failure,no
32699,47,blue-collar,married,secondary,no,676,yes,no,cellular,29,jan,110,1,184,4,other,no
34415,52,self-employed,married,secondary,no,371,yes,no,telephone,4,feb,50,1,208,1,other,no
38589,47,technician,married,secondary,no,0,yes,no,cellular,30,apr,81,1,164,1,failure,no
40797,31,self-employed,married,secondary,no,2153,yes,no,cellular,11,may,239,3,172,1,failure,no
36230,29,self-employed,single,tertiary,no,1457,yes,no,cellular,7,apr,89,1,314,1,other,no
3543,39,technician,married,secondary,no,6,yes,no,cellular,18,may,122,3,357,4,failure,no
47978,80,housemaid,married,secondary,no,499,no,no,telephone,13,apr,224,2,393,4,failure,no
49459,47,housemaid,single,tertiary,no,3232,no,no,telephone,6,oct,541,1,204,3,failure,no
34122,34,blue-collar,married,secondary,no,261,yes,no,cellular,3,feb,88,5,251,3,failure,no
39137,53,admin.,divorced,secondary,no,0,yes,no,cellular,5,may,246,1,344,1,failure,no
38001,42,technician,married,secondary,no,334,yes,no,cellular,20,apr,18,5,335,9,other,no
30921,31,entrepreneur,married,secondary,no,1539,yes,yes,cellular,20,nov,67,6,177,9,failure,no
39656,48,blue-collar,married,primary,no,-254,yes,no,cellular,7,may,210,2,346,1,other,no
29392,59,blue-collar,married,primary,no,14,yes,yes,cellular,18,nov,319,2,182,1,failure,no
49407,38,management,married,tertiary,no,0,no,no,cellular,24,sep,246,12,197,6,failure,no
37235,42,blue-collar,married,secondary,no,-256,yes,no,cellular,17,apr,576,1,318,2,failure,no
41438,36,blue-collar,married,primary,no,356,yes,yes,cellular,12,may,692,4,172,4,other,no
40137,28,services,single,secondary,no,805,yes,no,cellular,7,may,148,5,336,7,other,no
49389,31,management,single,tertiary,no,2590,no,no,cellular,23,sep,103,2,484,2,other,no
1676,40,admin.,married,secondary,no,168,yes,no,cellular,7,may,249,2,169,1,failure,no
33967,37,housemaid,married,secondary,no,12939,yes,yes,cellular,3,feb,77,3,202,9,failure,no
45803,28,management,single,tertiary,no,730,yes,no,cellular,26,aug,78,6,85,5,other,no
32870,56,blue-collar,married,primary,no,420,yes,no,cellular,29,jan,129,1,265,1,failure,no
31192,38,blue-collar,married,primary,no,3289,no,no,cellular,20,nov,340,2,164,2,failure,no
36133,43,management,divorced,tertiary,no,20,no,no,cellular,6,apr,590,2,255,2,failure,no
47481,32,technician,single,tertiary,no,1527,yes,no,cellular,9,feb,172,1,92,3,failure,no
47431,32,admin.,single,tertiary,no,3188,no,no,cellular,5,feb,65,2,242,1,other,no
37994,33,services,single,secondary,no,187,yes,no,cellular,20,apr,168,3,326,1,failure,no
33739,49,self-employed,married,tertiary,no,147,no,yes,cellular,2,feb,559,1,189,4,failure,no
4191,31,management,single,tertiary,no,1130,yes,no,cellular,17,apr,224,3,74,4,failure,no
49572,26,technician,single,secondary,no,4859,no,no,cellular,19,oct,90,2,92,3,other,no
43852,46,services,married,primary,no,116,yes,no,cellular,18,may,267,4,341,3,failure,no
1521,38,blue-collar,married,secondary,no,1663,yes,no,cellular,13,apr,217,3,327,1,failure,no
44357,36,technician,married,tertiary,no,202,no,no,cellular,1,jun,206,1,192,1,failure,no
49005,28,management,single,tertiary,no,6791,no,no,telephone,9,aug,361,1,46,35,failure,no
28691,30,management,single,tertiary,no,1243,yes,no,telephone,13,nov,86,1,174,1,failure,no
40381,56,management,married,tertiary,no,935,yes,no,cellular,8,may,209,2,172,1,failure,no
36061,40,management,married,primary,no,738,yes,yes,cellular,2,apr,399,2,258,3,failure,no
39977,45,blue-collar,married,secondary,no,54,yes,no,cellular,7,may,279,1,367,1,failure,no
30063,32,entrepreneur,married,tertiary,no,964,yes,no,cellular,19,nov,130,1,120,2,failure,no
41957,47,blue-collar,married,primary,no,6150,yes,no,cellular,13,may,444,2,174,2,failure,no
1535,37,services,married,secondary,no,4760,yes,no,cellular,8,may,182,2,169,2,failure,no
39841,47,technician,divorced,tertiary,no,477,yes,no,telephone,7,may,973,1,366,1,failure,no
47202,65,retired,married,primary,no,2173,no,no,cellular,15,jan,543,4,276,1,failure,no
39216,43,management,married,tertiary,no,176,yes,no,cellular,5,may,253,2,286,1,failure,no
42497,38,blue-collar,married,secondary,no,1731,yes,yes,cellular,14,may,162,2,350,4,failure,no
42959,27,blue-collar,single,unknown,no,-15,yes,yes,cellular,15,may,212,4,312,6,other,no
30489,56,admin.,divorced,secondary,no,-429,no,yes,cellular,19,nov,120,2,119,4,failure,no
1951,46,entrepreneur,single,tertiary,no,1410,yes,no,cellular,19,nov,93,1,189,8,failure,no
33011,30,blue-collar,single,secondary,no,-61,no,no,cellular,29,jan,111,2,196,1,failure,no
36088,56,retired,married,secondary,no,3948,no,no,cellular,3,apr,484,1,135,3,failure,no
36930,40,blue-collar,married,primary,no,-214,yes,no,cellular,16,apr,348,2,266,1,other,no
31491,42,self-employed,married,secondary,no,2812,yes,no,cellular,21,nov,46,4,171,1,failure,no
40426,39,blue-collar,married,primary,no,1433,yes,no,cellular,8,may,182,2,366,1,other,no
41435,55,housemaid,married,secondary,no,167,yes,no,cellular,12,may,178,3,357,7,failure,no
40813,43,admin.,single,secondary,no,426,yes,no,cellular,11,may,76,2,304,2,failure,no
41843,59,blue-collar,married,primary,no,-91,yes,no,cellular,13,may,239,1,369,5,failure,no
45805,36,services,married,secondary,no,3064,yes,no,telephone,26,aug,240,3,107,4,failure,no
29179,30,technician,single,secondary,no,426,yes,no,telephone,17,nov,127,4,111,6,failure,no
37995,28,unemployed,married,secondary,no,293,yes,no,cellular,20,apr,230,1,329,3,failure,no
2560,44,blue-collar,married,secondary,no,1071,yes,no,cellular,11,may,143,3,357,1,failure,no
34666,32,management,married,tertiary,no,1230,yes,no,cellular,4,feb,35,3,253,4,failure,no
30984,34,management,married,tertiary,no,273,yes,no,cellular,20,nov,308,1,188,1,success,no
46185,36,technician,married,tertiary,no,202,no,no,cellular,1,oct,237,1,122,2,failure,no
36940,35,management,divorced,secondary,no,124,yes,no,cellular,16,apr,48,4,146,5,failure,no
31505,46,self-employed,married,unknown,no,-257,no,no,cellular,21,nov,104,1,189,2,failure,no
29713,39,services,married,unknown,no,10189,yes,no,cellular,18,nov,186,2,123,2,failure,no
44357,36,technician,married,tertiary,no,202,no,no,cellular,1,jun,206,1,192,1,failure,no
33365,57,management,married,tertiary,no,0,no,yes,cellular,30,jan,209,2,197,2,other,no
41867,44,management,single,secondary,no,-228,yes,yes,cellular,13,may,38,1,362,2,failure,no
4520,44,entrepreneur,single,tertiary,no,1136,yes,yes,cellular,3,apr,345,2,249,7,other,no
42294,36,technician,single,secondary,no,-206,yes,no,cellular,14,may,419,1,360,4,failure,no
34422,47,technician,married,secondary,no,-75,yes,no,cellular,4,feb,57,1,247,1,other,no
47345,72,retired,single,tertiary,no,1285,no,no,telephone,1,feb,280,2,91,7,failure,no
38064,38,management,married,tertiary,no,76,yes,no,cellular,20,apr,167,2,287,3,failure,no
39330,40,management,divorced,tertiary,no,69,yes,no,cellular,6,may,503,2,280,2,failure,no
32956,26,blue-collar,single,primary,no,155,yes,no,cellular,29,jan,291,1,244,4,failure,no
29013,38,management,married,tertiary,no,425,yes,no,cellular,17,nov,240,1,181,1,failure,no
40139,49,blue-collar,married,primary,no,762,yes,no,cellular,7,may,373,2,360,4,failure,no
46101,31,student,single,tertiary,no,64,no,no,cellular,15,sep,208,1,105,2,success,no
30141,30,blue-collar,single,secondary,yes,447,no,no,cellular,19,nov,426,2,189,6,failure,no
41431,45,management,married,tertiary,no,677,yes,no,cellular,12,may,253,3,334,2,failure,no
34354,57,retired,married,primary,no,-464,yes,no,cellular,4,feb,75,1,190,6,failure,no
738,36,technician,single,secondary,no,1855,yes,no,cellular,4,feb,75,1,273,1,failure,no
4372,30,technician,single,secondary,no,4787,yes,no,cellular,18,nov,266,1,167,2,failure,no
43058,59,self-employed,married,primary,no,671,yes,no,cellular,15,may,57,2,332,3,failure,no
3332,31,management,married,tertiary,no,22546,yes,no,cellular,14,may,8,6,267,4,failure,no
44023,39,management,married,tertiary,no,246,yes,no,cellular,25,may,217,1,306,8,failure,no
49248,31,technician,married,tertiary,no,1570,yes,no,cellular,8,sep,213,4,184,5,success,no
893,49,management,single,secondary,no,61,yes,no,cellular,29,jan,185,2,246,1,failure,no
33246,42,technician,single,secondary,no,60,yes,yes,cellular,30,jan,183,2,241,1,other,no
33821,29,admin.,single,secondary,no,-498,yes,no,cellular,2,feb,99,3,227,14,failure,no
36998,37,management,married,tertiary,no,1594,yes,no,cellular,17,apr,110,1,260,5,failure,no
39233,33,management,single,tertiary,no,0,yes,no,telephone,5,may,399,2,358,5,other,no
44627,29,admin.,single,tertiary,no,261,no,no,cellular,4,jun,66,1,79,19,failure,no
37503,40,management,married,secondary,no,643,yes,no,cellular,17,apr,74,2,256,1,failure,no
33028,32,technician,single,unknown,no,317,yes,no,cellular,29,jan,452,2,253,2,failure,no
48705,36,blue-collar,single,tertiary,no,1830,no,no,cellular,15,jul,185,5,181,6,failure,no
30001,39,management,single,secondary,no,4278,yes,no,cellular,19,nov,43,1,111,2,other,no
36380,58,retired,divorced,tertiary,no,5253,no,no,cellular,9,apr,162,4,295,3,failure,no
42776,39,blue-collar,single,unknown,no,10,yes,no,telephone,15,may,23,3,346,10,failure,no
36661,34,services,single,secondary,no,194,yes,yes,cellular,15,apr,149,1,268,2,other,no
41259,37,blue-collar,married,secondary,no,3420,yes,no,cellular,12,may,77,1,301,2,failure,no
41488,46,entrepreneur,married,secondary,no,404,yes,no,telephone,12,may,1388,7,347,2,failure,no
39608,51,management,divorced,tertiary,no,318,yes,no,cellular,6,may,102,2,355,2,failure,no
34636,27,services,married,secondary,no,199,no,no,cellular,4,feb,108,2,195,6,failure,no
37879,50,services,divorced,secondary,no,2015,yes,no,cellular,20,apr,715,1,152,1,failure,no
48514,45,technician,married,tertiary,no,1818,yes,yes,cellular,25,jun,427,1,142,5,success,no
33908,35,blue-collar,married,primary,no,0,yes,yes,cellular,2,feb,698,2,271,2,other,no
37513,32,blue-collar,married,secondary,no,298,yes,no,cellular,17,apr,163,2,323,7,failure,no
36189,33,admin.,single,secondary,no,2554,yes,no,telephone,6,apr,125,3,249,15,failure,no
39317,35,management,married,tertiary,no,105,yes,no,cellular,6,may,36,1,365,3,failure,no
37269,47,management,married,tertiary,no,385,yes,no,cellular,17,apr,145,1,323,4,failure,no
4324,50,management,divorced,tertiary,no,100,yes,yes,cellular,13,may,157,1,299,3,failure,no
41475,38,blue-collar,married,primary,no,1455,yes,no,telephone,12,may,101,2,356,2,failure,no
36204,33,services,married,secondary,no,387,yes,no,cellular,7,apr,327,2,138,2,failure,no
29422,37,management,married,tertiary,no,3770,yes,no,cellular,18,nov,106,1,110,4,failure,no
41897,36,management,single,tertiary,no,181,yes,no,cellular,13,may,159,2,278,4,failure,no
48643,29,student,married,unknown,no,2229,no,no,unknown,9,jul,25,1,252,1,other,no
40484,43,blue-collar,married,secondary,no,490,yes,no,cellular,8,may,216,2,368,2,failure,no
28937,43,technician,divorced,secondary,no,-36,yes,no,cellular,17,nov,190,1,104,1,failure,no
34926,29,services,single,secondary,no,612,no,no,cellular,5,feb,47,1,198,5,other,no
33065,35,technician,divorced,secondary,yes,362,no,no,cellular,29,jan,329,2,240,8,other,no
29853,41,housemaid,divorced,primary,no,22,yes,no,cellular,18,nov,238,3,126,4,other,no
29551,45,technician,married,secondary,no,1441,yes,no,cellular,18,nov,93,1,113,2,other,no
42732,33,services,divorced,secondary,no,1156,yes,no,cellular,15,may,612,1,177,2,failure,no
33345,39,technician,married,secondary,no,-735,yes,no,cellular,30,jan,144,5,248,2,failure,no
46672,29,admin.,single,secondary,no,2,no,no,cellular,4,nov,85,1,142,1,failure,no
29922,31,management,single,tertiary,no,3142,yes,no,cellular,18,nov,235,1,123,1,failure,no
33796,37,management,single,tertiary,no,230,yes,yes,cellular,2,feb,120,2,272,1,failure,no
48934,33,technician,married,secondary,no,1026,no,no,cellular,4,aug,87,1,1,5,failure,no
48643,29,student,married,unknown,no,2229,no,no,unknown,9,jul,25,1,252,1,other,no
30238,45,management,single,secondary,no,142,no,yes,cellular,19,nov,258,1,105,4,failure,no
37582,38,blue-collar,single,secondary,no,13156,yes,no,cellular,17,apr,291,4,331,1,failure,no
30040,31,blue-collar,single,secondary,no,-366,yes,no,cellular,19,nov,313,1,180,1,other,no
37215,38,blue-collar,married,primary,no,398,yes,yes,cellular,17,apr,239,1,332,1,failure,no
43032,26,services,single,secondary,no,46,yes,no,cellular,15,may,17,3,351,6,other,no
43528,33,technician,single,tertiary,no,8047,yes,no,cellular,18,may,202,1,263,13,failure,no
38589,47,technician,married,secondary,no,0,yes,no,cellular,30,apr,81,1,164,1,failure,no
39991,38,self-employed,divorced,tertiary,no,1513,no,no,cellular,7,may,330,1,342,1,failure,no
43500,33,services,single,secondary,no,1659,yes,no,cellular,18,may,133,2,353,6,failure,no
32661,60,technician,married,secondary,no,2041,no,no,telephone,29,jan,123,1,185,7,failure,no
41925,44,management,married,tertiary,no,12392,yes,no,cellular,13,may,177,3,343,1,other,no
33597,37,services,single,secondary,no,174,yes,no,cellular,2,feb,134,1,271,2,failure,no
33566,36,technician,divorced,secondary,no,-94,yes,no,cellular,2,feb,185,1,252,2,failure,no
45388,28,technician,single,tertiary,no,0,yes,no,cellular,12,aug,150,1,79,3,success,no
37472,26,blue-collar,married,secondary,no,647,yes,no,cellular,17,apr,357,2,331,1,other,no
2749,39,technician,married,secondary,no,994,no,no,cellular,5,feb,221,1,241,1,failure,no
2990,56,blue-collar,married,primary,no,828,yes,no,cellular,14,may,214,1,349,1,failure,no
38112,37,blue-collar,married,secondary,no,504,yes,no,cellular,20,apr,87,2,347,2,failure,no
42001,51,blue-collar,married,primary,no,1203,yes,yes,telephone,13,may,25,4,350,7,failure,no
40913,48,services,married,primary,no,222,yes,no,cellular,11,may,127,2,369,1,failure,no
42692,23,blue-collar,single,primary,no,3198,yes,no,cellular,15,may,224,1,352,2,failure,no
41595,50,management,divorced,tertiary,no,100,yes,yes,cellular,13,may,157,1,299,3,failure,no
48365,65,retired,divorced,primary,no,1840,no,no,cellular,1,jun,383,2,188,5,failure,no
42741,50,blue-collar,married,primary,no,226,yes,no,cellular,15,may,98,1,330,5,failure,no
41879,38,services,married,secondary,no,780,yes,no,cellular,13,may,262,1,343,5,failure,no
39863,32,management,single,tertiary,no,-307,yes,yes,cellular,7,may,447,2,346,2,failure,no
34951,31,blue-collar,single,secondary,no,573,yes,no,telephone,5,feb,58,1,269,2,failure,no
41573,32,services,married,secondary,no,413,yes,no,telephone,13,may,67,1,365,1,failure,no
40002,26,services,single,secondary,no,5533,yes,no,cellular,7,may,582,2,283,4,failure,no
2764,42,blue-collar,married,secondary,no,2157,yes,no,cellular,13,may,149,1,364,2,failure,no
37946,46,management,divorced,secondary,no,145,yes,no,cellular,20,apr,113,2,270,5,failure,no
32670,32,technician,married,tertiary,no,0,yes,yes,cellular,29,jan,223,1,261,2,failure,no
31206,47,blue-collar,married,secondary,no,2428,yes,no,cellular,20,nov,9,6,177,16,other,no
42793,32,admin.,single,tertiary,no,1531,yes,no,cellular,15,may,58,1,352,5,failure,no
35478,48,blue-collar,married,primary,no,683,yes,no,cellular,9,feb,144,5,209,12,failure,no
34141,54,blue-collar,married,secondary,no,175,yes,no,cellular,3,feb,94,4,271,4,failure,no
35690,36,admin.,married,secondary,no,725,yes,no,cellular,27,feb,123,3,99,8,failure,no
31055,38,services,divorced,primary,no,0,yes,no,cellular,20,nov,250,1,155,2,failure,no
30665,55,entrepreneur,married,tertiary,no,625,no,no,telephone,20,nov,88,2,147,4,failure,no
49702,46,blue-collar,married,secondary,no,6879,no,no,cellular,15,nov,74,2,118,3,failure,no
30921,31,entrepreneur,married,secondary,no,1539,yes,yes,cellular,20,nov,67,6,177,9,failure,no
31783,36,admin.,single,secondary,no,0,yes,yes,cellular,21,nov,109,1,189,1,failure,no
38206,38,management,single,tertiary,no,8669,yes,no,telephone,20,apr,5,3,150,6,failure,no
36752,34,technician,married,tertiary,no,352,yes,no,cellular,16,apr,288,3,324,1,other,no
49389,31,management,single,tertiary,no,2590,no,no,cellular,23,sep,103,2,484,2,other,no
41216,36,management,married,secondary,no,339,yes,no,cellular,12,may,279,1,354,1,failure,no
33001,40,technician,married,secondary,no,56,yes,yes,cellular,29,jan,194,1,247,1,failure,no
43983,35,admin.,married,secondary,no,514,yes,no,cellular,25,may,56,1,185,1,other,no
41645,42,blue-collar,married,secondary,no,2157,yes,no,cellular,13,may,149,1,364,2,failure,no
